time_period_start,time_period_end,time_open,time_close,rate_open,rate_high,rate_low,rate_close

2016-01-01T00:00:00.0000000Z,2016-01-01T04:00:00.0000000Z,2016-01-01T00:00:00.0000000Z,2016-01-01T00:00:00.0000000Z,0.000743259596652836,0.000743259596652836,0.000743259596652836,0.000743259596652836

2016-01-01T04:00:00.0000000Z,2016-01-01T08:00:00.0000000Z,2016-01-01T04:00:00.0000000Z,2016-01-01T04:00:00.0000000Z,0.000743259596652836,0.000743259596652836,0.000743259596652836,0.000743259596652836

2016-01-01T08:00:00.0000000Z,2016-01-01T12:00:00.0000000Z,2016-01-01T11:42:00.0000000Z,2016-01-01T11:59:00.0000000Z,0.00013533933450049466,0.00013589789387356214,9.526030059214419e-05,9.547035822892487e-05

2016-01-01T12:00:00.0000000Z,2016-01-01T16:00:00.0000000Z,2016-01-01T12:00:00.0000000Z,2016-01-01T15:59:00.0000000Z,9.547701805485032e-05,0.00013614982665610187,8.93892235305185e-05,9.097718050422933e-05

2016-01-01T16:00:00.0000000Z,2016-01-01T20:00:00.0000000Z,2016-01-01T16:00:00.0000000Z,2016-01-01T19:59:00.0000000Z,9.096249356097214e-05,0.00014538737126898075,9.049828666863813e-05,0.00013584157671589606

2016-01-01T20:00:00.0000000Z,2016-01-02T00:00:00.0000000Z,2016-01-01T20:00:00.0000000Z,2016-01-01T23:59:00.0000000Z,0.0001358628063104717,0.000865009303276811,8.891203903037719e-05,0.0008571264082957726

2016-01-02T00:00:00.0000000Z,2016-01-02T04:00:00.0000000Z,2016-01-02T00:00:00.0000000Z,2016-01-02T00:00:00.0000000Z,0.0008571264082957726,0.0008571264082957726,0.0008571264082957726,0.0008571264082957726

2016-01-02T04:00:00.0000000Z,2016-01-02T08:00:00.0000000Z,2016-01-02T04:43:00.0000000Z,2016-01-02T07:58:00.0000000Z,0.00024653074752888614,0.0002640889194641509,0.0001514755406750047,0.0001514755406750047

2016-01-02T08:00:00.0000000Z,2016-01-02T12:00:00.0000000Z,2016-01-02T08:00:00.0000000Z,2016-01-02T11:59:00.0000000Z,0.0001514755406750047,0.00021325433641433003,0.0001514755406750047,0.00019291958520847578

2016-01-02T12:00:00.0000000Z,2016-01-02T16:00:00.0000000Z,2016-01-02T12:00:00.0000000Z,2016-01-02T15:59:00.0000000Z,0.00019305079442053882,0.00019685696215078358,0.00016001362424506894,0.00016040781991524602

2016-01-02T16:00:00.0000000Z,2016-01-02T20:00:00.0000000Z,2016-01-02T16:00:00.0000000Z,2016-01-02T19:59:00.0000000Z,0.0001604465396295742,0.0001933743971655614,0.00015794656471707026,0.00017881981070171248

2016-01-02T20:00:00.0000000Z,2016-01-03T00:00:00.0000000Z,2016-01-02T20:00:00.0000000Z,2016-01-02T23:59:00.0000000Z,0.00017885634840176444,0.00017904580519642095,0.00015772878141716754,0.00017729673172920177

2016-01-03T00:00:00.0000000Z,2016-01-03T04:00:00.0000000Z,2016-01-03T00:00:00.0000000Z,2016-01-03T00:00:00.0000000Z,0.00017729673172920177,0.00017729673172920177,0.00017729673172920177,0.00017729673172920177

2016-01-03T04:00:00.0000000Z,2016-01-03T08:00:00.0000000Z,2016-01-03T04:00:00.0000000Z,2016-01-03T04:00:00.0000000Z,0.00017729673172920177,0.00017729673172920177,0.00017729673172920177,0.00017729673172920177

2016-01-03T08:00:00.0000000Z,2016-01-03T12:00:00.0000000Z,2016-01-03T08:00:00.0000000Z,2016-01-03T08:00:00.0000000Z,0.00017729673172920177,0.00017729673172920177,0.00017729673172920177,0.00017729673172920177

2016-01-03T12:00:00.0000000Z,2016-01-03T16:00:00.0000000Z,2016-01-03T13:34:00.0000000Z,2016-01-03T15:59:00.0000000Z,0.0002001071416153839,0.1360703932881744,0.00013213596271528075,0.00013293068251059848

2016-01-03T16:00:00.0000000Z,2016-01-03T20:00:00.0000000Z,2016-01-03T16:00:00.0000000Z,2016-01-03T19:59:00.0000000Z,0.0001329086677301297,0.0003212479297866191,0.00010404354285714286,0.00010411883806739014

2016-01-03T20:00:00.0000000Z,2016-01-04T00:00:00.0000000Z,2016-01-03T20:00:00.0000000Z,2016-01-03T23:59:00.0000000Z,0.00010411872674237062,1.9146970593895198,0.00010399502628855641,0.00032350183433718546

2016-01-04T00:00:00.0000000Z,2016-01-04T04:00:00.0000000Z,2016-01-04T00:00:00.0000000Z,2016-01-04T00:00:00.0000000Z,0.00032350183433718546,0.00032350183433718546,0.00032350183433718546,0.00032350183433718546

2016-01-04T04:00:00.0000000Z,2016-01-04T08:00:00.0000000Z,2016-01-04T04:00:00.0000000Z,2016-01-04T04:00:00.0000000Z,0.00032350183433718546,0.00032350183433718546,0.00032350183433718546,0.00032350183433718546

2016-01-04T08:00:00.0000000Z,2016-01-04T12:00:00.0000000Z,2016-01-04T08:00:00.0000000Z,2016-01-04T08:00:00.0000000Z,0.00032350183433718546,0.00032350183433718546,0.00032350183433718546,0.00032350183433718546

2016-01-04T12:00:00.0000000Z,2016-01-04T16:00:00.0000000Z,2016-01-04T12:04:00.0000000Z,2016-01-04T15:59:00.0000000Z,0.00021356336030291522,0.002624885950475039,0.00020016605186069133,0.00021136634622159523

2016-01-04T16:00:00.0000000Z,2016-01-04T20:00:00.0000000Z,2016-01-04T16:00:00.0000000Z,2016-01-04T19:59:00.0000000Z,0.00021136634622159523,0.00021209727871353043,0.00012131244896676452,0.00012132623411606078

2016-01-04T20:00:00.0000000Z,2016-01-05T00:00:00.0000000Z,2016-01-04T20:00:00.0000000Z,2016-01-04T23:59:00.0000000Z,0.00012132762337352558,0.0002097661718658307,0.00012127185591450671,0.00018058614400960027

2016-01-05T00:00:00.0000000Z,2016-01-05T04:00:00.0000000Z,2016-01-05T01:50:00.0000000Z,2016-01-05T03:59:00.0000000Z,0.000142950888170654,0.08505058554817399,8.968382591277581e-05,0.0001428495566975884

2016-01-05T04:00:00.0000000Z,2016-01-05T08:00:00.0000000Z,2016-01-05T04:00:00.0000000Z,2016-01-05T07:59:00.0000000Z,0.0001428495566975884,0.0001429832488446533,0.00010159507044056391,0.00014254451735927568

2016-01-05T08:00:00.0000000Z,2016-01-05T12:00:00.0000000Z,2016-01-05T08:00:00.0000000Z,2016-01-05T11:59:00.0000000Z,0.0001425207075434477,0.00014254785186752094,0.00010125819150321243,0.00010157300004791644

2016-01-05T12:00:00.0000000Z,2016-01-05T16:00:00.0000000Z,2016-01-05T12:00:00.0000000Z,2016-01-05T15:59:00.0000000Z,0.00010157300004791644,0.00014244928697648154,0.00010119618265477973,0.00010179316514788825

2016-01-05T16:00:00.0000000Z,2016-01-05T20:00:00.0000000Z,2016-01-05T16:00:00.0000000Z,2016-01-05T19:59:00.0000000Z,0.00014255127556025155,0.00014258358543851296,0.00010142399881782246,0.00010188566469537928

2016-01-05T20:00:00.0000000Z,2016-01-06T00:00:00.0000000Z,2016-01-05T20:00:00.0000000Z,2016-01-05T23:59:00.0000000Z,0.00010187658307977213,0.0003586756699305301,0.00010170843352324617,0.00035827215201965986

2016-01-06T00:00:00.0000000Z,2016-01-06T04:00:00.0000000Z,2016-01-06T00:00:00.0000000Z,2016-01-06T00:00:00.0000000Z,0.00035827215201965986,0.00035827215201965986,0.00035827215201965986,0.00035827215201965986

2016-01-06T04:00:00.0000000Z,2016-01-06T08:00:00.0000000Z,2016-01-06T04:00:00.0000000Z,2016-01-06T04:00:00.0000000Z,0.00035827215201965986,0.00035827215201965986,0.00035827215201965986,0.00035827215201965986

2016-01-06T08:00:00.0000000Z,2016-01-06T12:00:00.0000000Z,2016-01-06T08:43:00.0000000Z,2016-01-06T11:59:00.0000000Z,0.00018894628555657419,0.0008096629937595953,0.00018878824912570887,0.0006192871133730783

2016-01-06T12:00:00.0000000Z,2016-01-06T16:00:00.0000000Z,2016-01-06T12:00:00.0000000Z,2016-01-06T15:59:00.0000000Z,0.0006196273734083998,0.0006196273734083998,0.00018814794992977137,0.0003404468585333071

2016-01-06T16:00:00.0000000Z,2016-01-06T20:00:00.0000000Z,2016-01-06T16:00:00.0000000Z,2016-01-06T19:59:00.0000000Z,0.00034000772047004845,0.000483238003291915,9.34306575066429e-05,9.349793153502829e-05

2016-01-06T20:00:00.0000000Z,2016-01-07T00:00:00.0000000Z,2016-01-06T20:00:00.0000000Z,2016-01-06T23:59:00.0000000Z,9.343798043624671e-05,0.6446250879685266,6.48385992478427e-05,0.00048154415861345726

2016-01-07T00:00:00.0000000Z,2016-01-07T04:00:00.0000000Z,2016-01-07T00:46:00.0000000Z,2016-01-07T03:59:00.0000000Z,3.0400232426183043e-05,0.2184266924695821,1.3437567031820552e-05,1.3655534990978963e-05

2016-01-07T04:00:00.0000000Z,2016-01-07T08:00:00.0000000Z,2016-01-07T04:00:00.0000000Z,2016-01-07T07:59:00.0000000Z,1.3657449284308782e-05,0.00029301583365952605,1.355817857725959e-05,5.437106045854656e-05

2016-01-07T08:00:00.0000000Z,2016-01-07T12:00:00.0000000Z,2016-01-07T08:00:00.0000000Z,2016-01-07T11:59:00.0000000Z,5.437876978708433e-05,1.1529001805078307,5.436786318677158e-05,0.00013692721217885496

2016-01-07T12:00:00.0000000Z,2016-01-07T16:00:00.0000000Z,2016-01-07T12:00:00.0000000Z,2016-01-07T15:59:00.0000000Z,0.00013692721217885496,1.6653726505700803,0.00012910289903721224,0.00016432527099695756

2016-01-07T16:00:00.0000000Z,2016-01-07T20:00:00.0000000Z,2016-01-07T16:00:00.0000000Z,2016-01-07T19:59:00.0000000Z,0.0001643276276555291,0.00033374469416850444,0.00016432618743016523,0.00033169830005971607

2016-01-07T20:00:00.0000000Z,2016-01-08T00:00:00.0000000Z,2016-01-07T20:00:00.0000000Z,2016-01-07T23:59:00.0000000Z,0.00033169830005971607,0.0003366789058330545,0.00012997738192619982,0.0003355225513452599

2016-01-08T00:00:00.0000000Z,2016-01-08T04:00:00.0000000Z,2016-01-08T00:49:00.0000000Z,2016-01-08T03:59:00.0000000Z,0.00015612559376336542,1.7626773608365007,0.00015477850939480962,0.00015508531844741314

2016-01-08T04:00:00.0000000Z,2016-01-08T08:00:00.0000000Z,2016-01-08T04:00:00.0000000Z,2016-01-08T07:59:00.0000000Z,0.00015570817169857472,0.00015581227474369266,0.00015319935787017901,0.00015374922887288842

2016-01-08T08:00:00.0000000Z,2016-01-08T12:00:00.0000000Z,2016-01-08T08:00:00.0000000Z,2016-01-08T11:59:00.0000000Z,0.00015374922887288842,2.2664059238254204,0.00015301075774214925,0.0011126903561056657

