time_period_start,time_period_end,time_open,time_close,rate_open,rate_high,rate_low,rate_close
2021-05-11T00:00:00.0000000Z,2021-05-12T00:00:00.0000000Z,2021-05-11T00:00:00.0000000Z,2021-05-11T23:59:00.0000000Z,55865.7136732233,56926.06845456048,54602.20085548701,56739.11383251283
2021-05-12T00:00:00.0000000Z,2021-05-13T00:00:00.0000000Z,2021-05-12T00:00:00.0000000Z,2021-05-12T23:59:00.0000000Z,56750.90570677672,57969.51195414031,49323.82802972544,49323.82802972544
2021-05-13T00:00:00.0000000Z,2021-05-14T00:00:00.0000000Z,2021-05-13T00:00:00.0000000Z,2021-05-13T23:59:00.0000000Z,49092.89871915106,51360.78249171162,46676.137396570535,49701.373647736094
2021-05-14T00:00:00.0000000Z,2021-05-15T00:00:00.0000000Z,2021-05-14T00:00:00.0000000Z,2021-05-14T23:59:00.0000000Z,49691.20567590153,51555.83464388288,48908.566436050554,49883.84233733893
2021-05-15T00:00:00.0000000Z,2021-05-16T00:00:00.0000000Z,2021-05-15T00:00:00.0000000Z,2021-05-15T23:59:00.0000000Z,49893.312387335674,50674.45008848591,46658.870247157494,46761.22082651611
2021-05-16T00:00:00.0000000Z,2021-05-17T00:00:00.0000000Z,2021-05-16T00:00:00.0000000Z,2021-05-16T23:59:00.0000000Z,46772.99442041888,49766.75096876246,43930.76162087994,46443.751131921774
2021-05-17T00:00:00.0000000Z,2021-05-18T00:00:00.0000000Z,2021-05-17T00:00:00.0000000Z,2021-05-17T23:59:00.0000000Z,46452.595589503835,46549.28712962814,42177.82179268543,43450.671272202344
2021-05-18T00:00:00.0000000Z,2021-05-19T00:00:00.0000000Z,2021-05-18T00:00:00.0000000Z,2021-05-18T23:59:00.0000000Z,43574.42906074541,45789.65405037374,42338.86117181251,42892.89832908069
2021-05-19T00:00:00.0000000Z,2021-05-20T00:00:00.0000000Z,2021-05-19T00:00:00.0000000Z,2021-05-19T23:59:00.0000000Z,42877.010618038614,43558.65171543947,30764.473512213368,36994.73508643025
2021-05-20T00:00:00.0000000Z,2021-05-21T00:00:00.0000000Z,2021-05-20T00:00:00.0000000Z,2021-05-20T23:59:00.0000000Z,36917.77091750187,42493.57400831765,35171.17310825399,40702.33065288606
2021-05-21T00:00:00.0000000Z,2021-05-22T00:00:00.0000000Z,2021-05-21T00:00:00.0000000Z,2021-05-21T23:59:00.0000000Z,40670.58356399147,42168.83679944844,33550.43055262838,37276.72254799597
2021-05-22T00:00:00.0000000Z,2021-05-23T00:00:00.0000000Z,2021-05-22T00:00:00.0000000Z,2021-05-22T23:59:00.0000000Z,37297.622831045715,38834.43892617252,35435.614893259604,37490.88657734111
2021-05-23T00:00:00.0000000Z,2021-05-24T00:00:00.0000000Z,2021-05-23T00:00:00.0000000Z,2021-05-23T23:59:00.0000000Z,37505.18885241186,38254.86147497506,31221.88804225509,34824.90553823659
2021-05-24T00:00:00.0000000Z,2021-05-25T00:00:00.0000000Z,2021-05-24T00:00:00.0000000Z,2021-05-24T23:59:00.0000000Z,34729.26137549472,39811.762890647726,34440.31412757798,38751.8161464899
2021-05-25T00:00:00.0000000Z,2021-05-26T00:00:00.0000000Z,2021-05-25T00:00:00.0000000Z,2021-05-25T23:59:00.0000000Z,38764.34381568446,39815.55943155622,36585.58844568692,38466.65485211526
2021-05-26T00:00:00.0000000Z,2021-05-27T00:00:00.0000000Z,2021-05-26T00:00:00.0000000Z,2021-05-26T23:59:00.0000000Z,38443.43707072411,40846.77989738124,37881.92428672035,39280.747881657575
2021-05-27T00:00:00.0000000Z,2021-05-28T00:00:00.0000000Z,2021-05-27T00:00:00.0000000Z,2021-05-27T23:59:00.0000000Z,39280.413919151564,40333.06579733104,37220.16213088129,38421.02721090801
2021-05-28T00:00:00.0000000Z,2021-05-29T00:00:00.0000000Z,2021-05-28T00:00:00.0000000Z,2021-05-28T23:59:00.0000000Z,38461.8069436905,38857.85970286507,34669.61168517097,35684.65367329144
2021-05-29T00:00:00.0000000Z,2021-05-30T00:00:00.0000000Z,2021-05-29T00:00:00.0000000Z,2021-05-29T23:59:00.0000000Z,35682.10725540451,37217.79125413767,33682.52451162058,34668.33249302301
2021-05-30T00:00:00.0000000Z,2021-05-31T00:00:00.0000000Z,2021-05-30T00:00:00.0000000Z,2021-05-30T23:59:00.0000000Z,34660.66291581735,36393.90131268192,33507.546502425976,35694.695320228806
2021-05-31T00:00:00.0000000Z,2021-06-01T00:00:00.0000000Z,2021-05-31T00:00:00.0000000Z,2021-05-31T23:59:00.0000000Z,35679.77387729559,37537.85765448786,34236.940300731665,37319.65129771365
2021-06-01T00:00:00.0000000Z,2021-06-02T00:00:00.0000000Z,2021-06-01T00:00:00.0000000Z,2021-06-01T23:59:00.0000000Z,37296.27312967355,37894.84796747147,35734.276778176274,36668.680045201894
2021-06-02T00:00:00.0000000Z,2021-06-03T00:00:00.0000000Z,2021-06-02T00:00:00.0000000Z,2021-06-02T23:59:00.0000000Z,36684.494964936915,38226.58677398009,36004.656172393574,37563.777697543526
2021-06-03T00:00:00.0000000Z,2021-06-04T00:00:00.0000000Z,2021-06-03T00:00:00.0000000Z,2021-06-03T23:59:00.0000000Z,37576.88535597812,39450.123066200176,37229.33886818309,39197.481188872516
