,time_period_start,time_period_end,time_open,time_close,rate_open,rate_high,rate_low,rate_close,Year,Month,Day,Hour
6618,2019-01-08T00:00:00.0000000Z,2019-01-08T04:00:00.0000000Z,2019-01-08T00:01:00.0000000Z,2019-01-08T03:59:00.0000000Z,0.0022417270971526,0.0022891311332436,0.0022238844149955,0.002229679038317,2019,1,8,0
6619,2019-01-08T04:00:00.0000000Z,2019-01-08T08:00:00.0000000Z,2019-01-08T04:00:00.0000000Z,2019-01-08T07:59:00.0000000Z,0.0022301274404148,0.0022570151265314,0.0022246250365379,0.002235535659515,2019,1,8,4
6620,2019-01-08T08:00:00.0000000Z,2019-01-08T12:00:00.0000000Z,2019-01-08T08:00:00.0000000Z,2019-01-08T11:59:00.0000000Z,0.0022352856785452,0.0022849814803698,0.00222741360085,0.0022465290484353,2019,1,8,8
6621,2019-01-08T12:00:00.0000000Z,2019-01-08T16:00:00.0000000Z,2019-01-08T12:00:00.0000000Z,2019-01-08T15:59:00.0000000Z,0.002259919239554,0.0022821714193812,0.0022136128444735,0.0022485737369817,2019,1,8,12
6622,2019-01-08T16:00:00.0000000Z,2019-01-08T20:00:00.0000000Z,2019-01-08T16:00:00.0000000Z,2019-01-08T19:59:00.0000000Z,0.0022473462572432,0.0022559558335331,0.0022003436708095,0.0022496477402544,2019,1,8,16
6623,2019-01-08T20:00:00.0000000Z,2019-01-09T00:00:00.0000000Z,2019-01-08T20:00:00.0000000Z,2019-01-08T23:59:00.0000000Z,0.0022490365922775,0.0022503617663329,0.0021981596765225,0.0022361972346015,2019,1,8,20
6624,2019-01-09T00:00:00.0000000Z,2019-01-09T04:00:00.0000000Z,2019-01-09T00:01:00.0000000Z,2019-01-09T03:59:00.0000000Z,0.002253051367963,0.002281722074013,0.0022237131016774,0.0022521414998646,2019,1,9,0
6625,2019-01-09T04:00:00.0000000Z,2019-01-09T08:00:00.0000000Z,2019-01-09T04:00:00.0000000Z,2019-01-09T07:59:00.0000000Z,0.0022520500235452,0.0022929889719119,0.0022132244153431,0.0022421941761175,2019,1,9,4
6626,2019-01-09T08:00:00.0000000Z,2019-01-09T12:00:00.0000000Z,2019-01-09T08:00:00.0000000Z,2019-01-09T11:59:00.0000000Z,0.0022397153091498,0.0022949878612572,0.0022088463274765,0.0022579184150404,2019,1,9,8
6627,2019-01-09T12:00:00.0000000Z,2019-01-09T16:00:00.0000000Z,2019-01-09T12:00:00.0000000Z,2019-01-09T15:59:00.0000000Z,0.0022556868537711,0.0022925314785921,0.0021901056232064,0.0022333640306416,2019,1,9,12
6628,2019-01-09T16:00:00.0000000Z,2019-01-09T20:00:00.0000000Z,2019-01-09T16:00:00.0000000Z,2019-01-09T19:59:00.0000000Z,0.0022340575413926,0.0022649769362901,0.002195724884503,0.0022442254170637,2019,1,9,16
6629,2019-01-09T20:00:00.0000000Z,2019-01-10T00:00:00.0000000Z,2019-01-09T20:00:00.0000000Z,2019-01-09T23:59:00.0000000Z,0.0022448175681563,0.002271893611198,0.0022023014711077,0.0022416231721438,2019,1,9,20
6630,2019-01-10T00:00:00.0000000Z,2019-01-10T04:00:00.0000000Z,2019-01-10T00:01:00.0000000Z,2019-01-10T03:59:00.0000000Z,0.0022409040723611,0.002272851081122,0.0022083352901948,0.0022083352901948,2019,1,10,0
6631,2019-01-10T04:00:00.0000000Z,2019-01-10T08:00:00.0000000Z,2019-01-10T04:00:00.0000000Z,2019-01-10T07:59:00.0000000Z,0.0022084165376363,0.0022568799868476,0.002112807777851,0.0021618376072142,2019,1,10,4
6632,2019-01-10T08:00:00.0000000Z,2019-01-10T12:00:00.0000000Z,2019-01-10T08:00:00.0000000Z,2019-01-10T11:59:00.0000000Z,0.002157726688818,0.0021845433038733,0.0020766857927695,0.002115222738167,2019,1,10,8
6633,2019-01-10T12:00:00.0000000Z,2019-01-10T16:00:00.0000000Z,2019-01-10T12:00:00.0000000Z,2019-01-10T15:59:00.0000000Z,0.0021152372287281,0.0021502284026306,0.0020743308496777,0.002115942683471,2019,1,10,12
6634,2019-01-10T16:00:00.0000000Z,2019-01-10T20:00:00.0000000Z,2019-01-10T16:00:00.0000000Z,2019-01-10T19:59:00.0000000Z,0.0021166617686648,0.0021443829779961,0.0020123606740584,0.0020849609653151,2019,1,10,16
6635,2019-01-10T20:00:00.0000000Z,2019-01-11T00:00:00.0000000Z,2019-01-10T20:00:00.0000000Z,2019-01-10T23:59:00.0000000Z,0.0020904986733456,0.0021483147670348,0.0020657288657372,0.0021114041551401,2019,1,10,20
6636,2019-01-11T00:00:00.0000000Z,2019-01-11T04:00:00.0000000Z,2019-01-11T00:01:00.0000000Z,2019-01-11T03:59:00.0000000Z,0.0021341299921457,0.0021511367281327,0.0020990092556899,0.0021282877443928,2019,1,11,0
6637,2019-01-11T04:00:00.0000000Z,2019-01-11T08:00:00.0000000Z,2019-01-11T04:00:00.0000000Z,2019-01-11T07:59:00.0000000Z,0.0021282853966069,0.0021342155150328,0.0020739808132422,0.0021005194120277,2019,1,11,4
6638,2019-01-11T08:00:00.0000000Z,2019-01-11T12:00:00.0000000Z,2019-01-11T08:00:00.0000000Z,2019-01-11T11:59:00.0000000Z,0.0021092598142312,0.0021131370902431,0.0020372222534112,0.0021107158666506,2019,1,11,8
6639,2019-01-11T12:00:00.0000000Z,2019-01-11T16:00:00.0000000Z,2019-01-11T12:00:00.0000000Z,2019-01-11T15:59:00.0000000Z,0.0021113941977126,0.0021113941977126,0.0020346314996609,0.002075071702206,2019,1,11,12
6640,2019-01-11T16:00:00.0000000Z,2019-01-11T20:00:00.0000000Z,2019-01-11T16:00:00.0000000Z,2019-01-11T19:59:00.0000000Z,0.0020647657596767,0.0020944296419338,0.0020447029224402,0.0020944296419338,2019,1,11,16
6641,2019-01-11T20:00:00.0000000Z,2019-01-12T00:00:00.0000000Z,2019-01-11T20:00:00.0000000Z,2019-01-11T23:59:00.0000000Z,0.0020939305471974,0.0021403610856772,0.0020453763106327,0.0021008768356001,2019,1,11,20
6642,2019-01-12T00:00:00.0000000Z,2019-01-12T04:00:00.0000000Z,2019-01-12T00:01:00.0000000Z,2019-01-12T03:59:00.0000000Z,0.0020889338627409,0.0021137535979006,0.0020699438891851,0.0020841410458504,2019,1,12,0
6643,2019-01-12T04:00:00.0000000Z,2019-01-12T08:00:00.0000000Z,2019-01-12T04:00:00.0000000Z,2019-01-12T07:59:00.0000000Z,0.0021064069691396,0.0021116050984502,0.0020700046100112,0.0020929060179018,2019,1,12,4
6644,2019-01-12T08:00:00.0000000Z,2019-01-12T12:00:00.0000000Z,2019-01-12T08:00:00.0000000Z,2019-01-12T11:59:00.0000000Z,0.0020931872948383,0.0021017965473852,0.0020614563422973,0.0020946201466086,2019,1,12,8
6645,2019-01-12T12:00:00.0000000Z,2019-01-12T16:00:00.0000000Z,2019-01-12T12:00:00.0000000Z,2019-01-12T15:59:00.0000000Z,0.0020954945179753,0.0021083677863547,0.0020664834355845,0.0021003754515552,2019,1,12,12
6646,2019-01-12T16:00:00.0000000Z,2019-01-12T20:00:00.0000000Z,2019-01-12T16:00:00.0000000Z,2019-01-12T19:59:00.0000000Z,0.0021012095883993,0.0021051981916807,0.0020656677031167,0.0020732396285633,2019,1,12,16
6647,2019-01-12T20:00:00.0000000Z,2019-01-13T00:00:00.0000000Z,2019-01-12T20:00:00.0000000Z,2019-01-12T23:59:00.0000000Z,0.0020995891039873,0.0021427226383278,0.0020701659874187,0.0021152695742764,2019,1,12,20
6648,2019-01-13T00:00:00.0000000Z,2019-01-13T04:00:00.0000000Z,2019-01-13T00:01:00.0000000Z,2019-01-13T03:59:00.0000000Z,0.0021064018056632,0.0021364429288015,0.0020892617628539,0.0021231949772772,2019,1,13,0
6649,2019-01-13T04:00:00.0000000Z,2019-01-13T08:00:00.0000000Z,2019-01-13T04:00:00.0000000Z,2019-01-13T07:59:00.0000000Z,0.0021257972194357,0.00213915324713,0.0020956613369168,0.0021094670934243,2019,1,13,4
6650,2019-01-13T08:00:00.0000000Z,2019-01-13T12:00:00.0000000Z,2019-01-13T08:00:00.0000000Z,2019-01-13T11:59:00.0000000Z,0.0021128975405934,0.0021364950224133,0.0020908820864712,0.0020984430304925,2019,1,13,8
6651,2019-01-13T12:00:00.0000000Z,2019-01-13T16:00:00.0000000Z,2019-01-13T12:00:00.0000000Z,2019-01-13T15:59:00.0000000Z,0.002099748740082,0.0021155298480638,0.0020585521675713,0.0020964196995753,2019,1,13,12
6652,2019-01-13T16:00:00.0000000Z,2019-01-13T20:00:00.0000000Z,2019-01-13T16:00:00.0000000Z,2019-01-13T19:59:00.0000000Z,0.002091173684258,0.002091173684258,0.0019925535040429,0.0020632963388406,2019,1,13,16
6653,2019-01-13T20:00:00.0000000Z,2019-01-14T00:00:00.0000000Z,2019-01-13T20:00:00.0000000Z,2019-01-13T23:59:00.0000000Z,0.0020652426797306,0.0021300012740236,0.0020292900445338,0.0020742635156508,2019,1,13,20
6654,2019-01-14T00:00:00.0000000Z,2019-01-14T04:00:00.0000000Z,2019-01-14T00:01:00.0000000Z,2019-01-14T03:59:00.0000000Z,0.0020657212277245,0.0021093242608387,0.0020657212277245,0.0020789619503863,2019,1,14,0
6655,2019-01-14T04:00:00.0000000Z,2019-01-14T08:00:00.0000000Z,2019-01-14T04:00:00.0000000Z,2019-01-14T07:59:00.0000000Z,0.0020787417795709,0.002088878945889,0.0020451171061998,0.0020868511378317,2019,1,14,4
6656,2019-01-14T08:00:00.0000000Z,2019-01-14T12:00:00.0000000Z,2019-01-14T08:00:00.0000000Z,2019-01-14T11:59:00.0000000Z,0.0020535458412362,0.0020912124393763,0.0020535458412362,0.0020809143389429,2019,1,14,8
6657,2019-01-14T12:00:00.0000000Z,2019-01-14T16:00:00.0000000Z,2019-01-14T12:00:00.0000000Z,2019-01-14T15:59:00.0000000Z,0.0020804780801261,0.0021388417255461,0.0020511822549006,0.0021388417255461,2019,1,14,12
6658,2019-01-14T16:00:00.0000000Z,2019-01-14T20:00:00.0000000Z,2019-01-14T16:00:00.0000000Z,2019-01-14T19:59:00.0000000Z,0.0021296927128402,0.0021401662814674,0.0020749091123703,0.0021331725914517,2019,1,14,16
6659,2019-01-14T20:00:00.0000000Z,2019-01-15T00:00:00.0000000Z,2019-01-14T20:00:00.0000000Z,2019-01-14T23:59:00.0000000Z,0.0021337304536346,0.0021348712015292,0.0020848968825892,0.0021018498291715,2019,1,14,20
6660,2019-01-15T00:00:00.0000000Z,2019-01-15T04:00:00.0000000Z,2019-01-15T00:01:00.0000000Z,2019-01-15T03:59:00.0000000Z,0.0021069305167047,0.0021323333338229,0.002067562534624,0.0020828471655739,2019,1,15,0
6661,2019-01-15T04:00:00.0000000Z,2019-01-15T08:00:00.0000000Z,2019-01-15T04:00:00.0000000Z,2019-01-15T07:59:00.0000000Z,0.0020917336442927,0.0020932114962006,0.0020501636191596,0.0020807537806819,2019,1,15,4
6662,2019-01-15T08:00:00.0000000Z,2019-01-15T12:00:00.0000000Z,2019-01-15T08:00:00.0000000Z,2019-01-15T11:59:00.0000000Z,0.0020818608777856,0.0021032343982384,0.002054101655372,0.0020881630741691,2019,1,15,8
6663,2019-01-15T12:00:00.0000000Z,2019-01-15T16:00:00.0000000Z,2019-01-15T12:00:00.0000000Z,2019-01-15T15:59:00.0000000Z,0.002082377619296,0.0021251713071393,0.0020606019462665,0.0020933819224795,2019,1,15,12
6664,2019-01-15T16:00:00.0000000Z,2019-01-15T20:00:00.0000000Z,2019-01-15T16:00:00.0000000Z,2019-01-15T19:59:00.0000000Z,0.0020937660267149,0.0021083773336768,0.0020661440530487,0.0020830734580983,2019,1,15,16
6665,2019-01-15T20:00:00.0000000Z,2019-01-16T00:00:00.0000000Z,2019-01-15T20:00:00.0000000Z,2019-01-15T23:59:00.0000000Z,0.0020839959540779,0.0020870802713156,0.0020332962918827,0.0020793401394848,2019,1,15,20
6666,2019-01-16T00:00:00.0000000Z,2019-01-16T04:00:00.0000000Z,2019-01-16T00:01:00.0000000Z,2019-01-16T03:59:00.0000000Z,0.0020393812936335,0.0020840295667153,0.0020088262162654,0.0020612551644234,2019,1,16,0
6667,2019-01-16T04:00:00.0000000Z,2019-01-16T08:00:00.0000000Z,2019-01-16T04:00:00.0000000Z,2019-01-16T07:59:00.0000000Z,0.0020508647747771,0.0020728409160979,0.0020196157698158,0.0020429061383375,2019,1,16,4
6668,2019-01-16T08:00:00.0000000Z,2019-01-16T12:00:00.0000000Z,2019-01-16T08:00:00.0000000Z,2019-01-16T11:59:00.0000000Z,0.0020425737545285,0.0020985472813782,0.0020251905709603,0.002054973385019,2019,1,16,8
6669,2019-01-16T12:00:00.0000000Z,2019-01-16T16:00:00.0000000Z,2019-01-16T12:00:00.0000000Z,2019-01-16T15:59:00.0000000Z,0.0020551728002268,0.0021056282409302,0.0020302877719065,0.0020687204127133,2019,1,16,12
6670,2019-01-16T16:00:00.0000000Z,2019-01-16T20:00:00.0000000Z,2019-01-16T16:00:00.0000000Z,2019-01-16T19:59:00.0000000Z,0.0020688762612831,0.002099053131877,0.0020527219048564,0.0020738758455373,2019,1,16,16
6671,2019-01-16T20:00:00.0000000Z,2019-01-17T00:00:00.0000000Z,2019-01-16T20:00:00.0000000Z,2019-01-16T23:59:00.0000000Z,0.0020728826951488,0.002088746785834,0.0020474657707588,0.0020858638497686,2019,1,16,20
6672,2019-01-17T00:00:00.0000000Z,2019-01-17T04:00:00.0000000Z,2019-01-17T00:01:00.0000000Z,2019-01-17T03:59:00.0000000Z,0.0020747617640967,0.0020907383394753,0.0020419980590297,0.0020680957806787,2019,1,17,0
6673,2019-01-17T04:00:00.0000000Z,2019-01-17T08:00:00.0000000Z,2019-01-17T04:00:00.0000000Z,2019-01-17T07:59:00.0000000Z,0.0020656820423442,0.0020836344829005,0.0020463297871338,0.0020606791137975,2019,1,17,4
6674,2019-01-17T08:00:00.0000000Z,2019-01-17T12:00:00.0000000Z,2019-01-17T08:00:00.0000000Z,2019-01-17T11:59:00.0000000Z,0.002061043446886,0.0020840927751753,0.0020436345705028,0.0020707238110063,2019,1,17,8
6675,2019-01-17T12:00:00.0000000Z,2019-01-17T16:00:00.0000000Z,2019-01-17T12:00:00.0000000Z,2019-01-17T15:59:00.0000000Z,0.0020635833763178,0.0020880431743683,0.0020419183247722,0.0020688008059595,2019,1,17,12
6676,2019-01-17T16:00:00.0000000Z,2019-01-17T20:00:00.0000000Z,2019-01-17T16:00:00.0000000Z,2019-01-17T19:59:00.0000000Z,0.002071067079866,0.0021049843815653,0.002049645750833,0.0021031728543292,2019,1,17,16
6677,2019-01-17T20:00:00.0000000Z,2019-01-18T00:00:00.0000000Z,2019-01-17T20:00:00.0000000Z,2019-01-17T23:59:00.0000000Z,0.0021036269164748,0.0021067300875236,0.0020621824378466,0.0020804468291467,2019,1,17,20
6678,2019-01-18T00:00:00.0000000Z,2019-01-18T04:00:00.0000000Z,2019-01-18T00:01:00.0000000Z,2019-01-18T03:59:00.0000000Z,0.0020815557308678,0.0021124743818455,0.00203453013889,0.0020646107332239,2019,1,18,0
6679,2019-01-18T04:00:00.0000000Z,2019-01-18T08:00:00.0000000Z,2019-01-18T04:00:00.0000000Z,2019-01-18T07:59:00.0000000Z,0.0020647413122154,0.0021029285103302,0.0020275870184448,0.0020577347182237,2019,1,18,4
6680,2019-01-18T08:00:00.0000000Z,2019-01-18T12:00:00.0000000Z,2019-01-18T08:00:00.0000000Z,2019-01-18T11:59:00.0000000Z,0.0020569154998314,0.0020647492662729,0.0020319249618656,0.0020319249618656,2019,1,18,8
6681,2019-01-18T12:00:00.0000000Z,2019-01-18T16:00:00.0000000Z,2019-01-18T12:00:00.0000000Z,2019-01-18T15:59:00.0000000Z,0.0020342942702938,0.0020585634204759,0.0020190071580674,0.0020508667022869,2019,1,18,12
6682,2019-01-18T16:00:00.0000000Z,2019-01-18T20:00:00.0000000Z,2019-01-18T16:00:00.0000000Z,2019-01-18T19:59:00.0000000Z,0.0020542993407474,0.0020583232351277,0.0020155252795976,0.0020478474646954,2019,1,18,16
6683,2019-01-18T20:00:00.0000000Z,2019-01-19T00:00:00.0000000Z,2019-01-18T20:00:00.0000000Z,2019-01-18T23:59:00.0000000Z,0.0020477840181221,0.0020639138186617,0.0020188679495117,0.0020427356863385,2019,1,18,20
